client_msg_id,type,text,user,ts,blocks,team,user_team,source_team,user_profile,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,replies,is_locked,subscribed,parent_user_id,reactions,attachments,bot_id,bot_profile,files,upload,display_as_bot,subtype,edited,id,created,name,title,mimetype,filetype,pretty_type,editable,size,mode,is_public,is_tombstoned,public_url_shared,date_delete,url_private_download,shares,inviter,last_read,x_files,root,username,app_id,hidden
A3596BA8-FC44-4B86-8236-C9152409AE8F,message,"Hola muchachones , los créditos de cada semestre CIS cuentan entre los 64 del MBA aunque se repita el código ?",U03M8T51VUY,1697638971.470449,"[{'type': 'rich_text', 'block_id': 'kdJP8', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Hola muchachones , los créditos de cada semestre CIS cuentan entre los 64 del MBA aunque se repita el código ?'}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': '3f17163d6079', 'image_72': 'https://avatars.slack-edge.com/2022-07-02/3737862494295_3f17163d60793ffb3f95_72.jpg', 'first_name': 'Jesús', 'real_name': 'Jesús Mata', 'display_name': '', 'team': 'T0ZBAEL59', 'name': 'matafajardo', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C141977D-A33B-4169-BC8C-22A78F89D3D3,message,Es lo que Christine me dijo. Podés preguntarle cuantos créditos te faltan para graduarte y te lo debería confirmar,U03LK4ZPZ4J,1697639371.761879,"[{'type': 'rich_text', 'block_id': '8jBTM', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Es lo que Christine me dijo. Podés preguntarle cuantos créditos te faltan para graduarte y te lo debería confirmar'}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': '76b3ba4c9ee5', 'image_72': 'https://avatars.slack-edge.com/2023-03-03/4893429811013_76b3ba4c9ee5cb7be525_72.png', 'first_name': 'Jose', 'real_name': 'Jose Luis Cardozo', 'display_name': 'Jose Luis', 'team': 'T0ZBAEL59', 'name': 'jlcardozoloverde', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5C0F4402-3BF3-42AE-A23F-99A34774D4C5,message,Buenísimo ,U03M8T51VUY,1697640042.123329,"[{'type': 'rich_text', 'block_id': 'dh4dY', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Buenísimo '}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': '3f17163d6079', 'image_72': 'https://avatars.slack-edge.com/2022-07-02/3737862494295_3f17163d60793ffb3f95_72.jpg', 'first_name': 'Jesús', 'real_name': 'Jesús Mata', 'display_name': '', 'team': 'T0ZBAEL59', 'name': 'matafajardo', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FF5FB03E-48AD-427A-82AB-43DCFFD8E4C5,message,Gracias ,U03M8T51VUY,1697640046.220369,"[{'type': 'rich_text', 'block_id': '8VnI7', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Gracias '}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': '3f17163d6079', 'image_72': 'https://avatars.slack-edge.com/2022-07-02/3737862494295_3f17163d60793ffb3f95_72.jpg', 'first_name': 'Jesús', 'real_name': 'Jesús Mata', 'display_name': '', 'team': 'T0ZBAEL59', 'name': 'matafajardo', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9BE97A04-A58D-45F8-97DB-D377984AE836,message,"Listo, ya confirme con Christine mis créditos , una preguntita Max, el mínimo por semestre es 12?",U03M8T51VUY,1697728452.642489,"[{'type': 'rich_text', 'block_id': 'X0wyY', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Listo, ya confirme con Christine mis créditos , una preguntita Max, el mínimo por semestre es 12?'}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': '3f17163d6079', 'image_72': 'https://avatars.slack-edge.com/2022-07-02/3737862494295_3f17163d60793ffb3f95_72.jpg', 'first_name': 'Jesús', 'real_name': 'Jesús Mata', 'display_name': '', 'team': 'T0ZBAEL59', 'name': 'matafajardo', 'is_restricted': False, 'is_ultra_restricted': False}",1697728452.642489,2.0,2.0,1697736402.514019,"['U022KBV79MH', 'U03LMGXDFB6']","[{'user': 'U022KBV79MH', 'ts': '1697734215.284579'}, {'user': 'U03LMGXDFB6', 'ts': '1697736402.514019'}]",False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A69659D2-30D0-47A4-B3AF-9C33CCAC6025,message,Me faltan 4.5 para graduarme :face_with_monocle: :zany_face: ,U03M8T51VUY,1697728473.238449,"[{'type': 'rich_text', 'block_id': 'pBdqr', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Me faltan 4.5 para graduarme '}, {'type': 'emoji', 'name': 'face_with_monocle', 'unicode': '1f9d0'}, {'type': 'text', 'text': ' '}, {'type': 'emoji', 'name': 'zany_face', 'unicode': '1f92a'}, {'type': 'text', 'text': ' '}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': '3f17163d6079', 'image_72': 'https://avatars.slack-edge.com/2022-07-02/3737862494295_3f17163d60793ffb3f95_72.jpg', 'first_name': 'Jesús', 'real_name': 'Jesús Mata', 'display_name': '', 'team': 'T0ZBAEL59', 'name': 'matafajardo', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A52DDB8E-9794-41F5-9985-F79D27C2BB90,message,"Genial! Según recuerdo, si, son 12",U03LK4ZPZ4J,1697730232.858399,"[{'type': 'rich_text', 'block_id': 'jiDvv', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Genial! Según recuerdo, si, son 12'}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': '76b3ba4c9ee5', 'image_72': 'https://avatars.slack-edge.com/2023-03-03/4893429811013_76b3ba4c9ee5cb7be525_72.png', 'first_name': 'Jose', 'real_name': 'Jose Luis Cardozo', 'display_name': 'Jose Luis', 'team': 'T0ZBAEL59', 'name': 'jlcardozoloverde', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3FE00904-2181-41F2-99EE-623B0D6F7ADD,message,Estás en el horno :joy: ,U03LK4ZPZ4J,1697730256.042639,"[{'type': 'rich_text', 'block_id': 'byXla', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Estás en el horno '}, {'type': 'emoji', 'name': 'joy', 'unicode': '1f602'}, {'type': 'text', 'text': ' '}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': '76b3ba4c9ee5', 'image_72': 'https://avatars.slack-edge.com/2023-03-03/4893429811013_76b3ba4c9ee5cb7be525_72.png', 'first_name': 'Jose', 'real_name': 'Jose Luis Cardozo', 'display_name': 'Jose Luis', 'team': 'T0ZBAEL59', 'name': 'jlcardozoloverde', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9DF2562D-D276-44BB-8F3C-B0ED4F087024,message,:sunglasses: ,U03M8T51VUY,1697730783.797089,"[{'type': 'rich_text', 'block_id': 'klZNL', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'emoji', 'name': 'sunglasses', 'unicode': '1f60e'}, {'type': 'text', 'text': ' '}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': '3f17163d6079', 'image_72': 'https://avatars.slack-edge.com/2022-07-02/3737862494295_3f17163d60793ffb3f95_72.jpg', 'first_name': 'Jesús', 'real_name': 'Jesús Mata', 'display_name': '', 'team': 'T0ZBAEL59', 'name': 'matafajardo', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20C1C62B-B8C5-45A7-B4E5-4912953FCE47,message,"Muchachos también pido un consejo , estoy indeciso entre una clase de real estate pero es a la misma hora de una clase de inglés para mejorar pronunciación (supuestamente ), quiero tener en mi toolbox conocimiento de real estate , pero aún no me siento fluido o con un buen inglés . Que harían ustedes ? Sabiendo que quizá ambas cosas se puedan igual mejorar con el tiempo sea con otros cursos etc ",U03M8T51VUY,1697730970.406249,"[{'type': 'rich_text', 'block_id': 'n8X+A', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Muchachos también pido un consejo , estoy indeciso entre una clase de real estate pero es a la misma hora de una clase de inglés para mejorar pronunciación (supuestamente ), quiero tener en mi toolbox conocimiento de real estate , pero aún no me siento fluido o con un buen inglés . Que harían ustedes ? Sabiendo que quizá ambas cosas se puedan igual mejorar con el tiempo sea con otros cursos etc '}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': '3f17163d6079', 'image_72': 'https://avatars.slack-edge.com/2022-07-02/3737862494295_3f17163d60793ffb3f95_72.jpg', 'first_name': 'Jesús', 'real_name': 'Jesús Mata', 'display_name': '', 'team': 'T0ZBAEL59', 'name': 'matafajardo', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9D29249D-718F-468D-B6AA-8817B8904171,message,Yo le hice esa misma pregunta a Christine y me dijo que el mínimo es 9 créditos para ser considerado full time student ,U022KBV79MH,1697734215.284579,"[{'type': 'rich_text', 'block_id': 'ICYJe', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Yo le hice esa misma pregunta a Christine y me dijo que el mínimo es 9 créditos para ser considerado full time student '}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': 'af76c6f7624c', 'image_72': 'https://avatars.slack-edge.com/2021-08-06/2378897901648_af76c6f7624c14f1ff75_72.jpg', 'first_name': 'Alexander', 'real_name': 'Alexander Navarro', 'display_name': 'Alex', 'team': 'T0ZBAEL59', 'name': 'alexander.navarro56', 'is_restricted': False, 'is_ultra_restricted': False}",1697728452.642489,,,,,,,,U03M8T51VUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3BAC1B4-F672-4A94-8893-4E1C31182D86,message,Yo le daria al inglés :grinning: ,U022KBV79MH,1697734250.447749,"[{'type': 'rich_text', 'block_id': 'Ee+zD', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Yo le daria al inglés '}, {'type': 'emoji', 'name': 'grinning', 'unicode': '1f600'}, {'type': 'text', 'text': ' '}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': 'af76c6f7624c', 'image_72': 'https://avatars.slack-edge.com/2021-08-06/2378897901648_af76c6f7624c14f1ff75_72.jpg', 'first_name': 'Alexander', 'real_name': 'Alexander Navarro', 'display_name': 'Alex', 'team': 'T0ZBAEL59', 'name': 'alexander.navarro56', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,,,,,,"[{'name': '+1', 'users': ['U03M8T51VUY'], 'count': 1}, {'name': 'sunglasses', 'users': ['U03M8T51VUY'], 'count': 1}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC74BA54-74E0-4074-96A1-767B0A08F375,message,Yo creo que da lo mismo. Vas a aprender cualquiera de las dos cosas cuando veas que las necesites. La única diferencia es cual de las dos necesitás ahora y cuál puede esperar un poco más o quizás no necesites tanto,U03LK4ZPZ4J,1697735624.121639,"[{'type': 'rich_text', 'block_id': 'BxnqS', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Yo creo que da lo mismo. Vas a aprender cualquiera de las dos cosas cuando veas que las necesites. La única diferencia es cual de las dos necesitás ahora y cuál puede esperar un poco más o quizás no necesites tanto'}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': '76b3ba4c9ee5', 'image_72': 'https://avatars.slack-edge.com/2023-03-03/4893429811013_76b3ba4c9ee5cb7be525_72.png', 'first_name': 'Jose', 'real_name': 'Jose Luis Cardozo', 'display_name': 'Jose Luis', 'team': 'T0ZBAEL59', 'name': 'jlcardozoloverde', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,,,,,,"[{'name': '+1', 'users': ['U03M8T51VUY'], 'count': 1}, {'name': 'cool-doge', 'users': ['U03M8T51VUY'], 'count': 1}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250c478-aea7-4afd-934b-7bcf599a8976,message,También entendía que eran 9 créditos para la gente de post-grado. Entendía que 12 era para los de pre-grado,U03LMGXDFB6,1697736402.514019,"[{'type': 'rich_text', 'block_id': 'HXROQ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'También entendía que eran 9 créditos para la gente de post-grado. Entendía que 12 era para los de pre-grado'}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': 'a69a8ef070ef', 'image_72': 'https://avatars.slack-edge.com/2023-03-25/5002998094422_a69a8ef070ef27af0ae4_72.png', 'first_name': 'Fabian', 'real_name': 'Fabian Serradell', 'display_name': '', 'team': 'T0ZBAEL59', 'name': 'fserrade', 'is_restricted': False, 'is_ultra_restricted': False}",1697728452.642489,,,,,,,,U03M8T51VUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b8a94c9-0cb3-40c7-90e7-e8cd822c58ee,message,"Consulta, alguien ha ido al restaurant Peru 51 en Orem? O ha escuchado de cerca recomendaciones? Las recomendaciones de Google y Facebook son muy buenas, pero quería ver lo que le parecía a alguien más cercano.",U03LMGXDFB6,1698638395.458489,"[{'type': 'rich_text', 'block_id': 'FkPlb', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Consulta, alguien ha ido al restaurant Peru 51 en Orem? O ha escuchado de cerca recomendaciones? Las recomendaciones de Google y Facebook son muy buenas, pero quería ver lo que le parecía a alguien más cercano.'}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': 'a69a8ef070ef', 'image_72': 'https://avatars.slack-edge.com/2023-03-25/5002998094422_a69a8ef070ef27af0ae4_72.png', 'first_name': 'Fabian', 'real_name': 'Fabian Serradell', 'display_name': '', 'team': 'T0ZBAEL59', 'name': 'fserrade', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9c23d35-3a46-4cfc-879e-71e33980b183,message,"Si no es en ""Central"" no quiero nada :laughing:",U03M8T51VUY,1698679940.723299,"[{'type': 'rich_text', 'block_id': '7LRm3', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Si no es en ""Central"" no quiero nada '}, {'type': 'emoji', 'name': 'laughing', 'unicode': '1f606'}]}]}]",T0ZBAEL59,T0ZBAEL59,T0ZBAEL59,"{'avatar_hash': '3f17163d6079', 'image_72': 'https://avatars.slack-edge.com/2022-07-02/3737862494295_3f17163d60793ffb3f95_72.jpg', 'first_name': 'Jesús', 'real_name': 'Jesús Mata', 'display_name': '', 'team': 'T0ZBAEL59', 'name': 'matafajardo', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
